fueltype,energy2006,energy2007,energy2008,energy2009,energy2010,energy2011,energy2012,energy2013,energy2014,energy2015,energy2016,geography,sector,value,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gdp2015,gdp2016,industrycode,lev1,lev2,lev3
Total primary and secondary energy,9754,14077,11346,8645,9829,11880,12344,12626,13073,13915,12321,"Yukon, Northwest Territories and Nunavut",Total industrial,Chained (2007) dollars,87.9,119.1,256.5,331.20001,329.20001,330.20001,517.09998,529.09998,504.20001,272.10001,441.60001,21,1,0,0
Total primary and secondary energy,9754,14077,11346,8645,9829,11880,12344,12626,13073,13915,12321,"Yukon, Northwest Territories and Nunavut",Total industrial,Chained (2007) dollars,388.5,401.29999,301.60001,234.3,266,207.89999,234.10001,298.60001,314.89999,385,367.60001,23,1,0,0
Total primary and secondary energy,9754,14077,11346,8645,9829,11880,12344,12626,13073,13915,12321,"Yukon, Northwest Territories and Nunavut",Total industrial,Chained (2007) dollars,17.0,13.3,10.7,4.0999999,6.1999998,10.7,11.2,10.6,11.3,12.3,11,31-33,1,0,0
Total primary and secondary energy,9754,14077,11346,8645,9829,11880,12344,12626,13073,13915,12321,"Yukon, Northwest Territories and Nunavut",Total industrial,Chained (2007) dollars,0.2,.30000001,.2,.2,.5,.60000002,.60000002,.69999999,.40000001,.80000001,1.3,1153,1,0,0
Total primary and secondary energy,9754,14077,11346,8645,9829,11880,12344,12626,13073,13915,12321,"Yukon, Northwest Territories and Nunavut",Total industrial,Chained (2007) dollars,0.6,.2,.1,0,.1,.1,0,.1,.1,0,0,113,1,0,0
Total primary and secondary energy,9754,14077,11346,8645,9829,11880,12344,12626,13073,13915,12321,"Yukon, Northwest Territories and Nunavut",Total industrial,Chained (2007) dollars,11.7,12.2,16.700001,12.5,20.6,30.1,25.299999,21.200001,21.700001,18.5,18.799999,1153,1,0,0
Total primary and secondary energy,9754,14077,11346,8645,9829,11880,12344,12626,13073,13915,12321,"Yukon, Northwest Territories and Nunavut",Total industrial,Chained (2007) dollars,1.7,1.4,1.4,1.2,3.4000001,2.4000001,6.8000002,7.1999998,7.1999998,6.6999998,6.5999999,31-33,1,0,0
Total primary and secondary energy,9754,14077,11346,8645,9829,11880,12344,12626,13073,13915,12321,"Yukon, Northwest Territories and Nunavut",Total industrial,Chained (2007) dollars,45.0,50.700001,42.299999,31.799999,185.39999,248.60001,286.70001,319.10001,338.20001,317.10001,303.29999,21,1,0,0
Total primary and secondary energy,9754,14077,11346,8645,9829,11880,12344,12626,13073,13915,12321,"Yukon, Northwest Territories and Nunavut",Total industrial,Chained (2007) dollars,1437.0,1835,1493.1,1183.5,1203.3,952.90002,882.59998,878.59998,1005.3,954.40002,938.59998,21,1,0,0
Total primary and secondary energy,9754,14077,11346,8645,9829,11880,12344,12626,13073,13915,12321,"Yukon, Northwest Territories and Nunavut",Total industrial,Chained (2007) dollars,13.4,14.4,14.8,14.8,14.5,17,21.1,15.9,14.8,15.2,17.5,31-33,1,0,0
Total primary and secondary energy,9754,14077,11346,8645,9829,11880,12344,12626,13073,13915,12321,"Yukon, Northwest Territories and Nunavut",Total industrial,Chained (2007) dollars,156.8,173.8,151.39999,171.8,218.2,249,169.60001,166.2,181.2,142,156,23,1,0,0
Total primary and secondary energy,9754,14077,11346,8645,9829,11880,12344,12626,13073,13915,12321,"Yukon, Northwest Territories and Nunavut",Total industrial,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,113,1,0,0
Total primary and secondary energy,9754,14077,11346,8645,9829,11880,12344,12626,13073,13915,12321,"Yukon, Northwest Territories and Nunavut",Total industrial,Chained (2007) dollars,3.0,.5,.60000002,.80000001,1.1,.80000001,.80000001,.80000001,.80000001,.80000001,.80000001,113,1,0,0
Total primary and secondary energy,9754,14077,11346,8645,9829,11880,12344,12626,13073,13915,12321,"Yukon, Northwest Territories and Nunavut",Total industrial,Chained (2007) dollars,105.2,132.7,260,195.7,219.7,186.10001,133.60001,252,213.7,195.60001,208.8,23,1,0,0
Total primary and secondary energy,9400,13783,10751,7955,9137,10957,11758,12127,12676,13532,11580,"Yukon, Northwest Territories and Nunavut",Mining and oil and gas extraction,Chained (2007) dollars,87.9,119.1,256.5,331.20001,329.20001,330.20001,517.09998,529.09998,504.20001,272.10001,441.60001,21,0,1,0
Total primary and secondary energy,9400,13783,10751,7955,9137,10957,11758,12127,12676,13532,11580,"Yukon, Northwest Territories and Nunavut",Mining and oil and gas extraction,Chained (2007) dollars,45.0,50.700001,42.299999,31.799999,185.39999,248.60001,286.70001,319.10001,338.20001,317.10001,303.29999,21,0,1,0
Total primary and secondary energy,9400,13783,10751,7955,9137,10957,11758,12127,12676,13532,11580,"Yukon, Northwest Territories and Nunavut",Mining and oil and gas extraction,Chained (2007) dollars,1437.0,1835,1493.1,1183.5,1203.3,952.90002,882.59998,878.59998,1005.3,954.40002,938.59998,21,0,1,0
Total primary and secondary energy,125,95,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",Total manufacturing,Chained (2007) dollars,13.4,14.4,14.8,14.8,14.5,17,21.1,15.9,14.8,15.2,17.5,31-33,0,1,0
Total primary and secondary energy,125,95,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",Total manufacturing,Chained (2007) dollars,17.0,13.3,10.7,4.0999999,6.1999998,10.7,11.2,10.6,11.3,12.3,11,31-33,0,1,0
Total primary and secondary energy,125,95,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",Total manufacturing,Chained (2007) dollars,1.7,1.4,1.4,1.2,3.4000001,2.4000001,6.8000002,7.1999998,7.1999998,6.6999998,6.5999999,31-33,0,1,0
Total primary and secondary energy,2,2,1,0,0,x,x,..,x,x,x,"Yukon, Northwest Territories and Nunavut",Chemicals and fertilizers manufacturing,Chained (2007) dollars,0.0,0,0,0,2.8,1.9,5.0999999,5.8000002,5.6999998,5.9000001,5.1999998,325,0,0,1
Total primary and secondary energy,2,2,1,0,0,x,x,..,x,x,x,"Yukon, Northwest Territories and Nunavut",Chemicals and fertilizers manufacturing,Chained (2007) dollars,6.1,6.8000002,5.6999998,1,2.9000001,7.0999999,7.6999998,6.0999999,6.5999999,6.4000001,5.9000001,325,0,0,1
Total primary and secondary energy,2,2,1,0,0,x,x,..,x,x,x,"Yukon, Northwest Territories and Nunavut",Chemicals and fertilizers manufacturing,Chained (2007) dollars,0.0,0,.1,.1,.1,.1,1.1,.69999999,.80000001,.80000001,.69999999,325,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3326,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.9,1,1.1,1.1,1,1.1,1.8,1.9,2,2.0999999,2.2,31212,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3312,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,33611,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3212,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3113,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3328,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3364,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,..,.1,.1,.1,.1,.1,.1,.1,.1,.1,.1,31B,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3333,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,33612,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3341,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,326,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3314,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3359,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.8,.89999998,.89999998,.80000001,.80000001,.69999999,.60000002,.80000001,.80000001,.69999999,.69999999,311,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.2,0,0,0,0,0,0,0,0,0,0,3327,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,33635,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,335,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3113,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3314,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,33612,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3321,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.3,.2,.30000001,.30000001,.30000001,.2,.2,.2,.2,.1,.1,3391,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3369,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.6,.30000001,.30000001,.5,.5,.5,.40000001,.60000002,.69999999,.89999998,.80000001,337,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,33639,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3251,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3221,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,1.9,1.8,2.2,2,2.0999999,1.9,1.3,1.3,1.5,1.4,1.5,323,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,2.0,1.7,1.3,.2,.1,.2,.30000001,.30000001,.30000001,1.6,.60000002,327,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3112,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3339,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3344,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3336,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3365,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,..,0,0,0,0,0,0,0,0,0,0,332A,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3254,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3254,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,33632,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,1.5,.80000001,.5,.40000001,.2,.1,.1,.2,.2,.40000001,.5,3399,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3352,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,33637,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,.2,.2,.2,.2,.2,.30000001,3211,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,..,0,0,0,0,0,0,0,0,0,0,333A,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,33631,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3365,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3364,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3323,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3325,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,32411,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3111,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3352,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,32411,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,0.0,0,0,0,0,0,0,0,0,0,0,3351,0,0,1
Total primary and secondary energy,124,93,359,325,x,x,x,x,x,x,x,"Yukon, Northwest Territories and Nunavut",All other manufacturing,Chained (2007) dollars,2.0,2.3,2.3,2.4000001,3.2,3,3,2.8,2.5,2.9000001,3.7,3261,0,0,1
